feature,label,true_x,true_y
[-0.7608512  -0.7516879  -0.737982    0.6212115   0.9166667   0.16666667],3,50.43,13.53
[-0.8013511  -0.79090846 -0.80279535  0.62416893  0.9166667   0.16666667],3,50.43,13.53
[-0.7352696  -0.75867397 -0.7654028   0.6360406   0.9166667   0.16666667],3,50.43,13.53
[ 1.         -1.         -1.          0.2837174   0.9166667   0.16666667],3,50.43,13.53
[-0.7779849  -0.7976986  -0.7992298   0.52454406  0.9166667   0.16666667],3,50.43,13.53
[-0.75525755 -0.76094645 -0.7782751   0.62840515  0.9166667   0.16666667],3,50.43,13.53
[-0.79884493 -0.80304307 -0.8137303   0.55809784  0.9166667   0.16666667],3,50.43,13.53
[-0.7634356  -0.78812367 -0.7851436   0.69170964  0.9166667   0.16666667],3,50.43,13.53
[-0.77736634 -0.782843   -0.792619    0.5773112   0.9166667   0.16666667],3,50.43,13.53
[-0.77092713 -0.7993279  -0.79232764  0.57869434  0.9166667   0.16666667],3,50.43,13.53
[-0.76443267 -0.7695769  -0.79367423  0.62053937  0.9166667   0.16666667],3,50.43,13.53
[-0.7751077  -0.7749184  -0.74067545  0.6444301   0.9166667   0.16666667],3,50.43,13.53
[-0.7626157  -0.7921674  -0.79774076  0.6426714   0.9166667   0.16666667],3,50.43,13.53
[-0.7887523  -0.7740099  -0.7668041   0.6445949   0.9166667   0.16666667],3,50.43,13.53
[-0.79155326 -0.79799235 -0.8061972   0.59086055  0.9166667   0.16666667],3,50.43,13.53
[-0.7797376  -0.80285096 -0.8029822   0.5935657   0.9166667   0.16666667],3,50.43,13.53
[-0.7728358  -0.8095073  -0.81397253  0.56655747  0.9166667   0.16666667],3,50.43,13.53
[-0.78705806 -0.7912021  -0.801984    0.5904046   0.9166667   0.16666667],3,50.43,13.53
[-0.7659824  -0.76609147 -0.7797914   0.64081985  0.9166667   0.16666667],3,50.43,13.53
[-0.77778107 -0.7457683  -0.79353666  0.60890245  0.9166667   0.16666667],3,50.43,13.53
[-0.819533   -0.75136966 -0.8139198   0.5771326   0.9166667   0.16666667],3,50.43,13.53
[-0.72159344 -0.7831088  -0.79692346  0.5761558   0.9166667   0.16666667],3,50.43,13.53
[-0.7878158  -0.74176335 -0.7728456   0.638459    0.9166667   0.16666667],3,50.43,13.53
[-0.75124824 -0.777293   -0.7965514   0.59473747  0.9166667   0.16666667],3,50.43,13.53
[-0.7542898  -0.7908618  -0.7751      0.5636276   0.9166667   0.16666667],3,50.43,13.53
[ 1.         -1.          1.         -1.          0.9166667   0.16666667],3,50.43,13.53
[-0.7541577  -0.76966345 -0.79057986  0.565532    0.9166667   0.16666667],3,50.43,13.53
[-0.7753529  -0.7648087  -0.79104495  0.6085964   0.9166667   0.16666667],3,50.43,13.53
[-0.73970395 -0.7570824  -0.7918321   0.5671301   0.9166667   0.16666667],3,50.43,13.53
[-0.7666468  -0.79807997 -0.79584163  0.52945554  0.9166667   0.16666667],3,50.43,13.53
[-0.7809748  -0.785358   -0.7842353   0.57807535  0.9166667   0.16666667],3,50.43,13.53
[-0.73066074 -0.7703506  -0.77080077  0.60643935  0.9166667   0.16666667],3,50.43,13.53
[-0.76644856 -0.7875623  -0.7916623   0.5716251   0.9166667   0.16666667],3,50.43,13.53
[-0.7446853  -0.7804926  -0.7773509   0.6103035   0.9166667   0.16666667],3,50.43,13.53
[-0.76714    -0.7618122  -0.7643806   0.6203524   0.9166667   0.16666667],3,50.43,13.53
[-0.73822725 -0.76494277 -0.75989556  0.61110675  0.9166667   0.16666667],3,50.43,13.53
[-0.29017994 -0.74949855 -0.5636372   0.63365686  0.9166667   0.16666667],3,50.43,13.53
[ 0.6943295  -1.         -0.4865839   0.31787378  0.9166667   0.16666667],3,50.43,13.53
[-0.7666985  -0.77521354 -0.77489674  0.6058547   0.9166667   0.16666667],3,50.43,13.53
[-0.7893932  -0.7921954  -0.80524963  0.5580997   0.9166667   0.16666667],3,50.43,13.53
[-0.77432615 -0.797792   -0.79736155  0.57619095  0.9166667   0.16666667],3,50.43,13.53
[-0.8000975  -0.78916353 -0.8071699   0.59399235  0.9166667   0.16666667],3,50.43,13.53
[-0.78201765 -0.8085782  -0.80586255  0.5935057   0.9166667   0.16666667],3,50.43,13.53
[-0.7419707  -0.7616306  -0.7353263   0.59443974  0.9166667   0.16666667],3,50.43,13.53
[-0.7988383  -0.80425346 -0.8179943   0.5386838   0.9166667   0.16666667],3,50.43,13.53
[-0.7636789  -0.76337034 -0.76963896  0.6139569   0.9166667   0.16666667],3,50.43,13.53
[-0.7437946  -0.75940144 -0.7748935   0.6078888   0.9166667   0.16666667],3,50.43,13.53
[-0.7651174  -0.7578032  -0.778512    0.6157989   0.9166667   0.16666667],3,50.43,13.53
[-0.8019328  -0.7731103  -0.77531695  0.5738401   0.9166667   0.16666667],3,50.43,13.53
[ 1.         -1.         -1.          1.          0.9166667   0.16666667],3,50.43,13.53
[-0.5405068  -0.6413445  -0.59736145  0.619344    0.9166667   0.16666667],3,50.43,13.53
[-0.6620495  -0.8667325  -0.5790611   0.6726523   0.9166667   0.16666667],3,50.43,13.53
[-0.775951   -0.79995465 -0.8052022   0.60943216  0.9166667   0.16666667],3,50.43,13.53
[-0.77042246 -0.81125945 -0.8090119   0.59531945  0.9166667   0.16666667],3,50.43,13.53
[-0.8041446  -0.8042935  -0.8255789   0.60162467  0.9166667   0.16666667],3,50.43,13.53
[-0.7841948  -0.7854199  -0.78445053  0.6340299   0.9166667   0.16666667],3,50.43,13.53
[-0.7678588  -0.7729121  -0.7720757   0.65673006  0.9166667   0.16666667],3,50.43,13.53
[-0.75696903 -0.78330606 -0.7980912   0.59809387  0.9166667   0.16666667],3,50.43,13.53
[-0.7578256  -0.7802066  -0.7899219   0.6187867   0.9166667   0.16666667],3,50.43,13.53
[-0.7505063  -0.766108   -0.77741843  0.6147576   0.9166667   0.16666667],3,50.43,13.53
[-0.76372766 -0.77886015 -0.78722864  0.58500636  0.9166667   0.16666667],3,50.43,13.53
[-0.779369   -0.7684604  -0.7983075   0.62711394  0.9166667   0.16666667],3,50.43,13.53
[-0.730665   -0.7743298  -0.7591228   0.6322084   0.9166667   0.16666667],3,50.43,13.53
[-0.7902837  -0.7982611  -0.7911076   0.60172343  0.9166667   0.16666667],3,50.43,13.53
[-0.5468474  -0.69864404 -0.58341026  0.6617381   0.9166667   0.16666667],3,50.43,13.53
[-0.7840382  -0.7976887  -0.79064304  0.6081414   0.9166667   0.16666667],3,50.43,13.53
[-0.7749551  -0.8158738  -0.80760705  0.58462363  0.9166667   0.16666667],3,50.43,13.53
[-0.7891849  -0.7722824  -0.7932084   0.6441175   0.9166667   0.16666667],3,50.43,13.53
[-0.7700137  -0.77788204 -0.8082631   0.57873553  0.9166667   0.16666667],3,50.43,13.53
[-0.76114774 -0.769128   -0.7800343   0.6160406   0.9166667   0.16666667],3,50.43,13.53
[-0.7834693  -0.7899652  -0.8012983   0.56623644  0.9166667   0.16666667],3,50.43,13.53
[-0.7743188  -0.77616876 -0.7867658   0.5781393   0.9166667   0.16666667],3,50.43,13.53
[-0.75920933 -0.77818835 -0.768262    0.6372245   0.9166667   0.16666667],3,50.43,13.53
[-0.79422593 -0.8204926  -0.7990158   0.6054742   0.9166667   0.16666667],3,50.43,13.53
[-0.7742008  -0.78139913 -0.77684134  0.6544454   0.9166667   0.16666667],3,50.43,13.53
[-0.783438   -0.76925516 -0.7748714   0.63387054  0.9166667   0.16666667],3,50.43,13.53
[-0.78528076 -0.7860758  -0.79666686  0.57510567  0.9166667   0.16666667],3,50.43,13.53
[-0.76029545 -0.77654237 -0.7741954   0.62439215  0.9166667   0.16666667],3,50.43,13.53
[-0.77538526 -0.78344697 -0.8073962   0.587798    0.9166667   0.16666667],3,50.43,13.53
[-0.74631906 -0.7681652  -0.7911302   0.5563545   0.9166667   0.16666667],3,50.43,13.53
[-0.7917865  -0.7882292  -0.8249006   0.57507455  0.9166667   0.16666667],3,50.43,13.53
[-0.7713384  -0.799171   -0.8040451   0.54779464  0.9166667   0.16666667],3,50.43,13.53
[-0.6869881  -0.8016017  -0.7688362   0.5285002   0.9166667   0.16666667],3,50.43,13.53
[-0.77541584 -0.7813818  -0.797788    0.5870434   0.9166667   0.16666667],3,50.43,13.53
[-0.80190736 -0.7696924  -0.80212766  0.52984864  0.9166667   0.16666667],3,50.43,13.53
[-0.7772887  -0.7668077  -0.8004485   0.6067352   0.9166667   0.16666667],3,50.43,13.53
[-0.79510856 -0.7801478  -0.8081361   0.59333265  0.9166667   0.16666667],3,50.43,13.53
[-0.7224883  -0.74964255 -0.753658    0.6235275   0.9166667   0.16666667],3,50.43,13.53
[-0.76116216 -0.7855528  -0.7748895   0.58035696  0.9166667   0.16666667],3,50.43,13.53
[-0.77610433 -0.7767408  -0.7869517   0.5852746   0.9166667   0.16666667],3,50.43,13.53
[-0.75965583 -0.77829355 -0.796761    0.58139265  0.9166667   0.16666667],3,50.43,13.53
[-0.77296567 -0.78853977 -0.82150435  0.57434064  0.9166667   0.16666667],3,50.43,13.53
[-0.7685998  -0.77498865 -0.7380863   0.6366248   0.9166667   0.16666667],3,50.43,13.53
[-0.7661898  -0.75947815 -0.7783714   0.5680736   0.9166667   0.16666667],3,50.43,13.53
[-0.74502474 -0.7660697  -0.7671644   0.63657063  0.9166667   0.16666667],3,50.43,13.53
[-0.7835529  -0.782287   -0.7872842   0.579227    0.9166667   0.16666667],3,50.43,13.53
[-0.7317995  -0.79798645 -0.75136375  0.5994531   0.9166667   0.16666667],3,50.43,13.53
[-0.76839733 -0.7744699  -0.79915625  0.5952257   0.9166667   0.16666667],3,50.43,13.53
[-0.7339229  -0.76333016 -0.76302445  0.59010756  0.9166667   0.16666667],3,50.43,13.53
[-0.77754104 -0.799459   -0.81107354  0.5715324   0.9166667   0.16666667],3,50.43,13.53
[-0.80168283 -0.83979076 -0.8603565   0.4378714   0.9166667   0.16666667],3,50.43,13.53
[-0.7598701  -0.7597897  -0.80868155  0.64777046  0.9166667   0.16666667],3,50.43,13.53
[-0.7411077  -0.77065516 -0.77479994  0.5676873   0.9166667   0.16666667],3,50.43,13.53
[-0.78452116 -0.7937298  -0.8105467   0.6155776   0.9166667   0.16666667],3,50.43,13.53
[-0.77052695 -0.8000943  -0.8158294   0.5895029   0.9166667   0.16666667],3,50.43,13.53
[-0.7545199  -0.7568624  -0.7740087   0.6403088   0.9166667   0.16666667],3,50.43,13.53
[-0.7522496  -0.7510022  -0.7666527   0.58601904  0.9166667   0.16666667],3,50.43,13.53
[ 0.69728845 -0.07548124  0.98685235 -0.19576861  0.9166667   0.16666667],3,50.43,13.53
[-0.78774387 -0.78857297 -0.83179486  0.55671215  0.9166667   0.16666667],3,50.43,13.53
[-0.76740915 -0.7759052  -0.80560404  0.5645561   0.9166667   0.16666667],3,50.43,13.53
[-0.76139736 -0.79290205 -0.759588    0.5789706   0.9166667   0.16666667],3,50.43,13.53
[-0.77853256 -0.78799224 -0.80531627  0.62344366  0.9166667   0.16666667],3,50.43,13.53
[-0.77654713 -0.7859498  -0.7927163   0.52389795  0.9166667   0.16666667],3,50.43,13.53
[-0.78246725 -0.77076554 -0.8016001   0.5895219   0.9166667   0.16666667],3,50.43,13.53
[-0.7733831  -0.78950727 -0.795428    0.6132984   0.9166667   0.16666667],3,50.43,13.53
[-0.774383   -0.7946627  -0.79292876  0.5877023   0.9166667   0.16666667],3,50.43,13.53
[-0.75214857 -0.793013   -0.7937931   0.57661617  0.9166667   0.16666667],3,50.43,13.53
[-0.76119083 -0.777001   -0.77991     0.61626655  0.9166667   0.16666667],3,50.43,13.53
[-0.7393475  -0.7833313  -0.7867337   0.542759    0.9166667   0.16666667],3,50.43,13.53
[-0.77707136 -0.78247416 -0.7827398   0.6075796   0.9166667   0.16666667],3,50.43,13.53
[-0.7382231  -0.7772024  -0.777327    0.6139842   0.9166667   0.16666667],3,50.43,13.53
[-0.7673926  -0.7998832  -0.80070937  0.5537565   0.9166667   0.16666667],3,50.43,13.53
[-0.76588666 -0.79849774 -0.803125    0.57636666  0.9166667   0.16666667],3,50.43,13.53
[-0.7829824  -0.7914751  -0.79506266  0.5839798   0.9166667   0.16666667],3,50.43,13.53
[-0.77496016 -0.7945293  -0.7914116   0.5602024   0.9166667   0.16666667],3,50.43,13.53
[-0.7744883  -0.7680884  -0.7755009   0.6422034   0.9166667   0.16666667],3,50.43,13.53
[-0.7690034  -0.7607324  -0.7852529   0.59102726  0.9166667   0.16666667],3,50.43,13.53
[-0.7585498  -0.76206374 -0.7745235   0.6077869   0.9166667   0.16666667],3,50.43,13.53
[-0.78018165 -0.78537714 -0.77957016  0.55428857  0.9166667   0.16666667],3,50.43,13.53
[-0.8192618  -0.781692   -0.80875814  0.58253515  0.9166667   0.16666667],3,50.43,13.53
[-0.7873182  -0.7894214  -0.81569713  0.55302775  0.9166667   0.16666667],3,50.43,13.53
[-0.75753933 -0.80054474 -0.77898467  0.5692041   0.9166667   0.16666667],3,50.43,13.53
[-0.7620163  -0.79127127 -0.75818866  0.57285976  0.9166667   0.16666667],3,50.43,13.53
[-0.74813676 -0.7565593  -0.7640878   0.6078673   0.9166667   0.16666667],3,50.43,13.53
[-0.79492414 -0.81146187 -0.81397516  0.5566638   0.9166667   0.16666667],3,50.43,13.53
[-0.74250466 -0.80270916 -0.758255    0.61275387  0.9166667   0.16666667],3,50.43,13.53
[-0.84942734 -0.77680755 -0.7991054   0.60920465  0.9166667   0.16666667],3,50.43,13.53
[-0.7174886  -0.7701772  -0.7941696   0.59268403  0.9166667   0.16666667],3,50.43,13.53
[-0.7569964  -0.77657306 -0.7778106   0.56968725  0.9166667   0.16666667],3,50.43,13.53
[-0.7787574  -0.77712166 -0.78394735  0.6484998   0.9166667   0.16666667],3,50.43,13.53
[-0.7668071  -0.7769752  -0.79486006  0.61925304  0.9166667   0.16666667],3,50.43,13.53
[-0.7815514  -0.784938   -0.78817195  0.60390157  0.9166667   0.16666667],3,50.43,13.53
[-0.78590184 -0.7812761  -0.78739625  0.6101741   0.9166667   0.16666667],3,50.43,13.53
[-0.78903484 -0.80739206 -0.8018297   0.5592608   0.9166667   0.16666667],3,50.43,13.53
[-0.76114094 -0.7748945  -0.78030616  0.55112314  0.9166667   0.16666667],3,50.43,13.53
[-0.7436656  -0.77901036 -0.76485777  0.59350157  0.9166667   0.16666667],3,50.43,13.53
[-0.8066945  -0.75153583 -0.78027385  0.6785627   0.9166667   0.16666667],3,50.43,13.53
[-0.7263056  -0.7734904  -0.76300293  0.6054097   0.9166667   0.16666667],3,50.43,13.53
[-0.7419626  -0.78694975 -0.7864177   0.5555367   0.9166667   0.16666667],3,50.43,13.53
[-0.7779426  -0.7739634  -0.7798981   0.62040573  0.9166667   0.16666667],3,50.43,13.53
[ 1.         -1.          1.         -1.          0.9166667   0.16666667],3,50.43,13.53
[-0.78283083 -0.8114718  -0.7952926   0.54461414  0.9166667   0.16666667],3,50.43,13.53
[-0.76623154 -0.79643965 -0.79557824  0.6362729   0.9166667   0.16666667],3,50.43,13.53
[-0.77834874 -0.78470266 -0.7994471   0.590287    0.9166667   0.16666667],3,50.43,13.53
[-0.7616167  -0.7548048  -0.7794095   0.615353    0.9166667   0.16666667],3,50.43,13.53
[-0.7590236  -0.7821954  -0.80639416  0.54482687  0.9166667   0.16666667],3,50.43,13.53
[-0.69939834 -0.72135    -0.7101455   0.7782148   0.9166667   0.16666667],4,61.377,13.407
[-0.72061825 -0.73009515 -0.7254969   0.74948156  0.9166667   0.16666667],4,61.377,13.407
[-0.72060347 -0.72154063 -0.7209811   0.7736098   0.9166667   0.16666667],4,61.377,13.407
[-0.69587773 -0.6990447  -0.71457994  0.7811998   0.9166667   0.16666667],4,61.377,13.407
[-0.71890974 -0.73088634 -0.7100115   0.72821474  0.9166667   0.16666667],4,61.377,13.407
[-0.73715925 -0.7192573  -0.72928005  0.7540058   0.9166667   0.16666667],4,61.377,13.407
[-0.74485296 -0.7482982  -0.726855    0.7512877   0.9166667   0.16666667],4,61.377,13.407
[-0.7016542  -0.7013663  -0.70161235  0.79775804  0.9166667   0.16666667],4,61.377,13.407
[-0.6687303  -0.7148235  -0.7069801   0.6988259   0.9166667   0.16666667],4,61.377,13.407
[-0.7276355  -0.7281746  -0.7336899   0.7038327   0.9166667   0.16666667],4,61.377,13.407
[-0.7307707  -0.7206034  -0.7264624   0.77811927  0.9166667   0.16666667],4,61.377,13.407
[-0.68850744 -0.71476483 -0.68438005  0.7836577   0.9166667   0.16666667],4,61.377,13.407
[-0.7162964  -0.7126995  -0.7301119   0.76607287  0.9166667   0.16666667],4,61.377,13.407
[-0.75926954 -0.72976613 -0.74910796  0.76921695  0.9166667   0.16666667],4,61.377,13.407
[-0.7426169  -0.72486264 -0.7008758   0.7581259   0.9166667   0.16666667],4,61.377,13.407
[-0.1343813  -0.82718223 -0.10149792  0.6229369   0.9166667   0.16666667],4,61.377,13.407
[-0.6364557  -0.7241043  -0.6381889   0.73933876  0.9166667   0.16666667],4,61.377,13.407
[-0.7243149  -0.7256261  -0.71707493  0.72988474  0.9166667   0.16666667],4,61.377,13.407
[-0.72465616 -0.74646    -0.7226926   0.7404657   0.9166667   0.16666667],4,61.377,13.407
[-0.7290578  -0.7205335  -0.7364163   0.776946    0.9166667   0.16666667],4,61.377,13.407
[-0.6898437  -0.71812063 -0.71366954  0.73147464  0.9166667   0.16666667],4,61.377,13.407
[-0.67734706 -0.7634305  -0.66866034  0.74900216  0.9166667   0.16666667],4,61.377,13.407
[-0.70260996 -0.69783616 -0.69017905  0.7897885   0.9166667   0.16666667],4,61.377,13.407
[-0.7514009  -0.744346   -0.7600859   0.69662595  0.9166667   0.16666667],4,61.377,13.407
[-0.7214173  -0.699145   -0.7141459   0.78221536  0.9166667   0.16666667],4,61.377,13.407
[-0.69209474 -0.70570326 -0.7061947   0.7752243   0.9166667   0.16666667],4,61.377,13.407
[-0.73916227 -0.7328969  -0.73716605  0.73744667  0.9166667   0.16666667],4,61.377,13.407
[-0.739781   -0.7349176  -0.7271508   0.7505847   0.9166667   0.16666667],4,61.377,13.407
[-0.69598895 -0.7119127  -0.72035044  0.74782985  0.9166667   0.16666667],4,61.377,13.407
[-0.7310633  -0.7227183  -0.73237085  0.7450618   0.9166667   0.16666667],4,61.377,13.407
[ 0.16656998 -0.87206477 -0.5741895   0.5824447   0.9166667   0.16666667],4,61.377,13.407
[-0.7285497  -0.69927067 -0.7063498   0.7976311   0.9166667   0.16666667],4,61.377,13.407
[-0.719722   -0.71472245 -0.7156748   0.7657124   0.9166667   0.16666667],4,61.377,13.407
[-0.70482415 -0.69425786 -0.6867765   0.7917027   0.9166667   0.16666667],4,61.377,13.407
[-0.72119206 -0.7125493  -0.71619433  0.72535384  0.9166667   0.16666667],4,61.377,13.407
[-0.7462317  -0.71827275 -0.73076445  0.7555859   0.9166667   0.16666667],4,61.377,13.407
[-0.70924544 -0.69355714 -0.69149923  0.79030603  0.9166667   0.16666667],4,61.377,13.407
[-0.7283349  -0.68982244 -0.71632814  0.76588947  0.9166667   0.16666667],4,61.377,13.407
[-0.73957646 -0.75141793 -0.7486302   0.7811487   0.9166667   0.16666667],4,61.377,13.407
[-0.74468124 -0.7324937  -0.7163208   0.7258116   0.9166667   0.16666667],4,61.377,13.407
[-0.7204276  -0.6974662  -0.71990937  0.7949829   0.9166667   0.16666667],4,61.377,13.407
[-0.71394694 -0.6955594  -0.7037073   0.7467929   0.9166667   0.16666667],4,61.377,13.407
[-0.7543181  -0.72501755 -0.71846455  0.7498412   0.9166667   0.16666667],4,61.377,13.407
[-0.7651767  -0.7346562  -0.7421697   0.73151225  0.9166667   0.16666667],4,61.377,13.407
[-0.7066     -0.7910081  -0.7616093   0.70873725  0.9166667   0.16666667],4,61.377,13.407
[-0.71238506 -0.72620064 -0.713287    0.78712916  0.9166667   0.16666667],4,61.377,13.407
[-0.72479886 -0.7302768  -0.7121592   0.75419104  0.9166667   0.16666667],4,61.377,13.407
[-0.71693707 -0.7044215  -0.7033088   0.7648301   0.9166667   0.16666667],4,61.377,13.407
[-0.71647626 -0.70135146 -0.7005217   0.79146427  0.9166667   0.16666667],4,61.377,13.407
[-0.7335308  -0.7151612  -0.71941197  0.78563505  0.9166667   0.16666667],4,61.377,13.407
[-0.7174218  -0.7253818  -0.7268804   0.79206127  0.9166667   0.16666667],4,61.377,13.407
[-0.7277912  -0.7482136  -0.73333776  0.7781863   0.9166667   0.16666667],4,61.377,13.407
[-0.73616356 -0.7140574  -0.7338606   0.76950735  0.9166667   0.16666667],4,61.377,13.407
[-0.7083149  -0.6968554  -0.6944438   0.7866836   0.9166667   0.16666667],4,61.377,13.407
[-0.7491454  -0.73074937 -0.72953606  0.739683    0.9166667   0.16666667],4,61.377,13.407
[-0.7458029  -0.7241356  -0.72573143  0.71061313  0.9166667   0.16666667],4,61.377,13.407
[-0.7089083  -0.7258063  -0.7167998   0.71014273  0.9166667   0.16666667],4,61.377,13.407
[-0.68533176 -0.66708887 -0.6537341   0.80949646  0.9166667   0.16666667],4,61.377,13.407
[-0.7113926  -0.7216159  -0.6807075   0.8072014   0.9166667   0.16666667],4,61.377,13.407
[-0.73712987 -0.74575675 -0.73426354  0.7489024   0.9166667   0.16666667],4,61.377,13.407
[-0.7180777  -0.72580385 -0.7093801   0.777896    0.9166667   0.16666667],4,61.377,13.407
[-0.67480356 -0.678946   -0.6785611   0.79225606  0.9166667   0.16666667],4,61.377,13.407
[-0.73198634 -0.72349906 -0.7247086   0.7687173   0.9166667   0.16666667],4,61.377,13.407
[-0.68683535 -0.733848   -0.7275714   0.7772321   0.9166667   0.16666667],4,61.377,13.407
[-0.7192915  -0.71603113 -0.70957637  0.7004103   0.9166667   0.16666667],4,61.377,13.407
[-0.7399017  -0.75140244 -0.74938494  0.7347344   0.9166667   0.16666667],4,61.377,13.407
[-0.7141735  -0.6937924  -0.69846493  0.7674367   0.9166667   0.16666667],4,61.377,13.407
[-0.7503825  -0.7430966  -0.7460571   0.73716617  0.9166667   0.16666667],4,61.377,13.407
[-0.7168241  -0.69907975 -0.75142485  0.76187855  0.9166667   0.16666667],4,61.377,13.407
[-0.6803783  -0.6936165  -0.6972448   0.76632917  0.9166667   0.16666667],4,61.377,13.407
[-0.725036   -0.73965    -0.74317056  0.76447606  0.9166667   0.16666667],4,61.377,13.407
[-0.728344   -0.739665   -0.72736925  0.78141034  0.9166667   0.16666667],4,61.377,13.407
[-0.74544805 -0.7363389  -0.7364168   0.77223074  0.9166667   0.16666667],4,61.377,13.407
[-0.71408355 -0.7234148  -0.71236587  0.77744704  0.9166667   0.16666667],4,61.377,13.407
[-0.70700556 -0.7096089  -0.693656    0.79439944  0.9166667   0.16666667],4,61.377,13.407
[-0.7101328  -0.709899   -0.7049145   0.77010494  0.9166667   0.16666667],4,61.377,13.407
[-0.7093397  -0.72251725 -0.72763675  0.76443094  0.9166667   0.16666667],4,61.377,13.407
[-0.6949619  -0.7311088  -0.7572634   0.7746898   0.9166667   0.16666667],4,61.377,13.407
[-0.72462463 -0.7099687  -0.7079398   0.7708479   0.9166667   0.16666667],4,61.377,13.407
[-0.7195625  -0.72265244 -0.7081298   0.75604016  0.9166667   0.16666667],4,61.377,13.407
[-0.718837   -0.70034015 -0.6957942   0.8112956   0.9166667   0.16666667],4,61.377,13.407
[-0.75108963 -0.72350013 -0.73321855  0.7022848   0.9166667   0.16666667],4,61.377,13.407
[-0.7485285  -0.73692346 -0.7316172   0.75488037  0.9166667   0.16666667],4,61.377,13.407
[-0.7061646  -0.72287256 -0.716108    0.77709013  0.9166667   0.16666667],4,61.377,13.407
[-0.7011022  -0.6864682  -0.7039301   0.788611    0.9166667   0.16666667],4,61.377,13.407
[-0.7300576  -0.7495526  -0.7289105   0.73405826  0.9166667   0.16666667],4,61.377,13.407
[-0.7350955  -0.72121716 -0.73122144  0.7865191   0.9166667   0.16666667],4,61.377,13.407
[-0.71657324 -0.70333356 -0.6954115   0.77731663  0.9166667   0.16666667],4,61.377,13.407
[-0.70280665 -0.7104628  -0.72149473  0.68097776  0.9166667   0.16666667],4,61.377,13.407
[-0.7032421  -0.7148993  -0.7004619   0.75413543  0.9166667   0.16666667],4,61.377,13.407
[-0.75304335 -0.7415789  -0.7662026   0.6860649   0.9166667   0.16666667],4,61.377,13.407
[-0.72222024 -0.72142714 -0.7283401   0.775296    0.9166667   0.16666667],4,61.377,13.407
[-0.7211061  -0.711436   -0.7292594   0.73855567  0.9166667   0.16666667],4,61.377,13.407
[-0.70661336 -0.68839365 -0.7069079   0.7888309   0.9166667   0.16666667],4,61.377,13.407
[-0.7272223  -0.7055314  -0.71175426  0.7556866   0.9166667   0.16666667],4,61.377,13.407
[-0.725141   -0.7160809  -0.7199032   0.7543338   0.9166667   0.16666667],4,61.377,13.407
[-0.7439332  -0.7321739  -0.73267037  0.75296867  0.9166667   0.16666667],4,61.377,13.407
[-0.72310936 -0.69932944 -0.70291275  0.7689642   0.9166667   0.16666667],4,61.377,13.407
[-0.6114313  -0.7551929  -0.74621856  0.73428005  0.9166667   0.16666667],4,61.377,13.407
[-0.6932807  -0.7166191  -0.6965543   0.7455911   0.9166667   0.16666667],4,61.377,13.407
[-0.71716356 -0.7274386  -0.72941476  0.693293    0.9166667   0.16666667],4,61.377,13.407
[-0.71437734 -0.70061684 -0.70615774  0.73091376  0.9166667   0.16666667],4,61.377,13.407
[-0.7571149  -0.7285524  -0.74829674  0.7439646   0.9166667   0.16666667],4,61.377,13.407
[-0.68693614 -0.69579446 -0.7060604   0.7684784   0.9166667   0.16666667],4,61.377,13.407
[-0.6353855  -0.6877935  -0.6731822   0.79843664  0.9166667   0.16666667],4,61.377,13.407
[-0.7295047  -0.7138441  -0.7279775   0.7759145   0.9166667   0.16666667],4,61.377,13.407
[-0.73302776 -0.710547   -0.72962046  0.7600402   0.9166667   0.16666667],4,61.377,13.407
[-0.72035587 -0.7155315  -0.7117431   0.81497705  0.9166667   0.16666667],4,61.377,13.407
[-0.7360831  -0.7185838  -0.7238621   0.6932869   0.9166667   0.16666667],4,61.377,13.407
[-0.7261858  -0.753236   -0.7158455   0.754558    0.9166667   0.16666667],4,61.377,13.407
[-0.71244365 -0.7184787  -0.74059117  0.7689084   0.9166667   0.16666667],4,61.377,13.407
[-0.72110236 -0.73032796 -0.71892947  0.7417631   0.9166667   0.16666667],4,61.377,13.407
[-0.7096556  -0.7079712  -0.7074294   0.7444598   0.9166667   0.16666667],4,61.377,13.407
[-0.732388   -0.7359564  -0.7242857   0.78754544  0.9166667   0.16666667],4,61.377,13.407
[-0.72138166 -0.71839035 -0.7092434   0.77588135  0.9166667   0.16666667],4,61.377,13.407
[-0.72335434 -0.72711486 -0.743875    0.76226294  0.9166667   0.16666667],4,61.377,13.407
[-0.7332446  -0.7381385  -0.71104145  0.75498277  0.9166667   0.16666667],4,61.377,13.407
[-0.67802507 -0.7162666  -0.7072355   0.7543737   0.9166667   0.16666667],4,61.377,13.407
[-0.6991149  -0.71997803 -0.70715594  0.7758832   0.9166667   0.16666667],4,61.377,13.407
[-0.7577509  -0.7464179  -0.73162174  0.7673324   0.9166667   0.16666667],4,61.377,13.407
[-0.749496   -0.7168289  -0.73459953  0.7835054   0.9166667   0.16666667],4,61.377,13.407
[-0.76747    -0.7547737  -0.7617556   0.74340135  0.9166667   0.16666667],4,61.377,13.407
[-0.770873   -0.7625372  -0.7095093   0.7646761   0.9166667   0.16666667],4,61.377,13.407
[-0.6095239  -0.70275223 -0.63229674  0.7704534   0.9166667   0.16666667],4,61.377,13.407
[-0.74139863 -0.71939063 -0.72434473  0.7421272   0.9166667   0.16666667],4,61.377,13.407
[-0.7124441  -0.70861906 -0.69096524  0.76820403  0.9166667   0.16666667],4,61.377,13.407
