feature,x,y
[-0.59355273 -0.64123756 -0.60117161  0.88611672],71.81773913043479,22.013434782608694
[-0.58989863 -0.63899004 -0.59757172  0.88783356],71.81773913043479,22.85482608695652
[-0.58610637 -0.636991   -0.59411924  0.88952379],71.81773913043479,23.696217391304348
[-0.58222032 -0.63507127 -0.5907026   0.89126941],71.81773913043479,24.537608695652175
[-0.57826145 -0.63315457 -0.58727212  0.89310334],71.81773913043479,25.379
[-0.56184518 -0.62502656 -0.57313647  0.90135317],71.81773913043479,28.744565217391305
[-0.55761555 -0.6228085  -0.56948965  0.90355475],71.81773913043479,29.58595652173913
[-0.55334608 -0.62046419 -0.56581122  0.90569373],71.81773913043479,30.427347826086958
[-0.54905085 -0.61791273 -0.56212796  0.90757658],71.81773913043479,31.26873913043478
[-0.54475585 -0.6150018  -0.55849087  0.90883998],71.81773913043479,32.110130434782604
[-0.54048013 -0.61161996 -0.55493751  0.90921667],71.81773913043479,32.951521739130435
[-0.50522099 -0.57826279 -0.52604619  0.90490255],71.81773913043479,39.68265217391304
[-0.50060849 -0.57378575 -0.52223052  0.90449311],71.81773913043479,40.52404347826087
[-0.49594947 -0.56926133 -0.51836639  0.90413604],71.81773913043479,41.365434782608695
[-0.49124466 -0.56469234 -0.51445403  0.90382664],71.81773913043479,42.20682608695652
[-0.48649501 -0.56008198 -0.51049328  0.9035581 ],71.81773913043479,43.04821739130435
[-0.48170162 -0.55543425 -0.50648302  0.90332035],71.81773913043479,43.88960869565217
[-0.45710564 -0.53209356 -0.48518629  0.9011206 ],71.81773913043479,48.0965652173913
[-0.45205087 -0.52768063 -0.480296    0.89953099],71.81773913043479,48.93795652173913
[-0.44695637 -0.52339948 -0.47514547  0.89741176],71.81773913043479,49.779347826086955
[-0.44183705 -0.51918094 -0.46985814  0.89502573],71.81773913043479,50.620739130434785
[-0.43670515 -0.51498636 -0.46450958  0.89252633],71.81773913043479,51.46213043478261
[-0.43157104 -0.5107997  -0.45913908  0.88998481],71.81773913043479,52.30352173913043
[-0.42644449 -0.50661206 -0.45377124  0.88744222],71.81773913043479,53.14491304347826
[-0.42133419 -0.50241095 -0.4484256   0.8849383 ],71.81773913043479,53.986304347826085
[-0.4162446  -0.49816615 -0.44312011  0.88253763],71.81773913043479,54.827695652173915
[-0.41116638 -0.49379815 -0.43787113  0.8803776 ],71.81773913043479,55.66908695652174
[-0.40605249 -0.48910366 -0.43268931  0.87877627],71.81773913043479,56.51047826086956
[-0.62336173 -0.67505115 -0.64723473  0.87895725],72.6858695652174,11.916739130434783
[-0.62135659 -0.67252629 -0.6436669   0.87938399],72.6858695652174,12.758130434782608
[-0.6192279  -0.66987346 -0.63994283  0.8796757 ],72.6858695652174,13.599521739130434
[-0.61696794 -0.66704241 -0.63607545  0.88014192],72.6858695652174,14.440913043478261
[-0.61458272 -0.66403304 -0.63207606  0.88085144],72.6858695652174,15.282304347826088
[-0.61208137 -0.66085746 -0.62795561  0.88181445],72.6858695652174,16.123695652173915
[-0.5949761  -0.63965744 -0.60155763  0.89197986],72.6858695652174,21.172043478260868
[-0.5915474  -0.63704305 -0.59771532  0.89367444],72.6858695652174,22.013434782608694
[-0.58784576 -0.63519783 -0.59436551  0.89508825],72.6858695652174,22.85482608695652
[-0.58402665 -0.63350612 -0.59110038  0.89653551],72.6858695652174,23.696217391304348
[-0.58013365 -0.63180405 -0.5878112   0.898096  ],72.6858695652174,24.537608695652175
[-0.57617854 -0.63005469 -0.5844734   0.89978365],72.6858695652174,25.379
[-0.57216614 -0.6282473  -0.58108001  0.9015986 ],72.6858695652174,26.220391304347828
[-0.55980848 -0.62244713 -0.57055524  0.90775268],72.6858695652174,28.744565217391305
[-0.55558821 -0.62037812 -0.56693581  0.91000311],72.6858695652174,29.58595652173913
[-0.55132186 -0.61822395 -0.56326794  0.91230216],72.6858695652174,30.427347826086958
[-0.54701933 -0.6159299  -0.55957093  0.91451435],72.6858695652174,31.26873913043478
[-0.54272363 -0.61324354 -0.55593026  0.91603671],72.6858695652174,32.110130434782604
[-0.53850096 -0.60977427 -0.55247762  0.91593975],72.6858695652174,32.951521739130435
[-0.53429039 -0.60588814 -0.54909175  0.91508274],72.6858695652174,33.79291304347826
[-0.50363781 -0.57636411 -0.52424477  0.90937791],72.6858695652174,39.68265217391304
[-0.49907909 -0.57194252 -0.52050771  0.90882423],72.6858695652174,40.52404347826087
[-0.49447761 -0.56747797 -0.51672689  0.90833099],72.6858695652174,41.365434782608695
[-0.48983469 -0.56297272 -0.5129039   0.90789375],72.6858695652174,42.20682608695652
[-0.48515191 -0.55842931 -0.50904041  0.90750734],72.6858695652174,43.04821739130435
[-0.48043111 -0.55385077 -0.50513798  0.90716549],72.6858695652174,43.88960869565217
[-0.47567444 -0.54924092 -0.50119767  0.90685989],72.6858695652174,44.731
[-0.46121263 -0.53531051 -0.48909798  0.90591897],72.6858695652174,47.25517391304348
[-0.45632519 -0.53077799 -0.4847769   0.90510695],72.6858695652174,48.0965652173913
[-0.45138258 -0.52655816 -0.4799235   0.90313692],72.6858695652174,48.93795652173913
[-0.44640736 -0.52252545 -0.47475475  0.90048004],72.6858695652174,49.779347826086955
[-0.44142502 -0.51854137 -0.46951089  0.89765751],72.6858695652174,50.620739130434785
[-0.43644895 -0.51458071 -0.46425441  0.89478471],72.6858695652174,51.46213043478261
[-0.43149126 -0.51064389 -0.45901011  0.8918883 ],72.6858695652174,52.30352173913043
[-0.42656525 -0.50673754 -0.45379583  0.88897622],72.6858695652174,53.14491304347826
[-0.42168571 -0.50286909 -0.44862896  0.88605437],72.6858695652174,53.986304347826085
[-0.41686783 -0.49904089 -0.44352828  0.88313797],72.6858695652174,54.827695652173915
[-0.41212172 -0.49523196 -0.43851381  0.88027901],72.6858695652174,55.66908695652174
[-0.40742502 -0.49131403 -0.43360133  0.87768656],72.6858695652174,56.51047826086956
[-0.4025763  -0.48660864 -0.42876999  0.8763564 ],72.6858695652174,57.35186956521739
[-0.62239317 -0.67284966 -0.64750658  0.88948943],73.554,11.075347826086958
[-0.62059903 -0.67075895 -0.64409437  0.88864078],73.554,11.916739130434783
[-0.61865792 -0.66844248 -0.64053371  0.88814893],73.554,12.758130434782608
[-0.61657594 -0.66591046 -0.63683001  0.8880003 ],73.554,13.599521739130434
[-0.61436099 -0.66317593 -0.63299029  0.88817766],73.554,14.440913043478261
[-0.61202204 -0.66025352 -0.6290225   0.88866161],73.554,15.282304347826088
[-0.60956834 -0.65715842 -0.62493486  0.88943203],73.554,16.123695652173915
[-0.60700895 -0.65390541 -0.62073545  0.89046915],73.554,16.965086956521738
[-0.59289227 -0.63571185 -0.59830091  0.89905633],73.554,21.172043478260868
[-0.5894703  -0.63328428 -0.59457486  0.90056328],73.554,22.013434782608694
[-0.58571313 -0.63186966 -0.59150349  0.90166709],73.554,22.85482608695652
[-0.58189462 -0.63037225 -0.58836109  0.90293131],73.554,23.696217391304348
[-0.57801722 -0.62879664 -0.58515015  0.90434836],73.554,24.537608695652175
[-0.574083   -0.62714678 -0.58187284  0.90591143],73.554,25.379
[-0.57009366 -0.62542605 -0.57853104  0.90761435],73.554,26.220391304347828
[-0.55780817 -0.61986622 -0.56813437  0.91350759],73.554,28.744565217391305
[-0.55361059 -0.61788793 -0.56454953  0.91571711],73.554,29.58595652173913
[-0.54936315 -0.6158503  -0.56090704  0.91804166],73.554,30.427347826086958
[-0.54506653 -0.61375495 -0.557208    0.92047699],73.554,31.26873913043478
[-0.54072135 -0.61160339 -0.55345348  0.923019  ],73.554,32.110130434782604
[-0.53660896 -0.60772539 -0.55020349  0.92171171],73.554,32.951521739130435
[-0.53245748 -0.6037445  -0.54691673  0.92038614],73.554,33.79291304347826
[-0.50212688 -0.57449827 -0.52251945  0.91354062],73.554,39.68265217391304
[-0.49762316 -0.57014129 -0.51885309  0.91286238],73.554,40.52404347826087
[-0.49308046 -0.56574498 -0.51514689  0.91224662],73.554,41.365434782608695
[-0.48850053 -0.56131159 -0.51140317  0.91168897],73.554,42.20682608695652
[-0.48388543 -0.55684365 -0.50762447  0.91118491],73.554,43.04821739130435
[-0.47923756 -0.55234398 -0.50381368  0.91072977],73.554,43.88960869565217
[-0.47455971 -0.54781579 -0.49997403  0.91031874],73.554,44.731
[-0.46038227 -0.53409924 -0.48832119  0.90929881],73.554,47.25517391304348
[-0.45562384 -0.52949915 -0.4844083   0.9090115 ],73.554,48.0965652173913
[-0.45077853 -0.52555759 -0.47943361  0.90634445],73.554,48.93795652173913
[-0.44591938 -0.52174204 -0.47426634  0.90324414],73.554,49.779347826086955
[-0.44107018 -0.51793871 -0.46911058  0.90014664],73.554,50.620739130434785
[-0.43624151 -0.51415786 -0.46397638  0.89704443],73.554,51.46213043478261
[-0.43144592 -0.51041152 -0.45887555  0.89392937],73.554,52.30352173913043
[-0.42669828 -0.50671385 -0.45382201  0.8907926 ],73.554,53.14491304347826
[-0.4220162  -0.50308152 -0.44883213  0.8876245 ],73.554,53.986304347826085
[-0.41742043 -0.49953414 -0.44392521  0.88441452],73.554,54.827695652173915
[-0.41293532 -0.49609465 -0.43912387  0.88115111],73.554,55.66908695652174
[-0.4085892  -0.49278975 -0.43445453  0.87782167],73.554,56.51047826086956
[-0.40441466 -0.48965017 -0.42994765  0.87441244],73.554,57.35186956521739
